id,effort,effort_weight,effort_space,effort_time,placement,air,age,size,tempo,volume,attitude
4679,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,slow,big,deadpan
4680,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,slow,big,menacing
4681,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,steady,hushed,friendly
4682,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,steady,hushed,deadpan
4683,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,steady,hushed,menacing
4684,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,steady,medium,friendly
4685,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,steady,medium,deadpan
4686,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,steady,medium,menacing
4687,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,steady,big,friendly
4688,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,steady,big,deadpan
4689,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,steady,big,menacing
4690,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,rapid,hushed,friendly
4691,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,rapid,hushed,deadpan
4692,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,rapid,hushed,menacing
4693,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,rapid,medium,friendly
4694,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,rapid,medium,deadpan
4695,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,rapid,medium,menacing
4696,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,rapid,big,friendly
4697,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,rapid,big,deadpan
4698,punch,strong,direct,sudden,nasal,dry,kid-ish,huge,rapid,big,menacing
4699,punch,strong,direct,sudden,nasal,dry,adult,tiny,slow,hushed,friendly
4700,punch,strong,direct,sudden,nasal,dry,adult,tiny,slow,hushed,deadpan
4701,punch,strong,direct,sudden,nasal,dry,adult,tiny,slow,hushed,menacing
4702,punch,strong,direct,sudden,nasal,dry,adult,tiny,slow,medium,friendly
4703,punch,strong,direct,sudden,nasal,dry,adult,tiny,slow,medium,deadpan
4704,punch,strong,direct,sudden,nasal,dry,adult,tiny,slow,medium,menacing
4705,punch,strong,direct,sudden,nasal,dry,adult,tiny,slow,big,friendly
4706,punch,strong,direct,sudden,nasal,dry,adult,tiny,slow,big,deadpan
4707,punch,strong,direct,sudden,nasal,dry,adult,tiny,slow,big,menacing
4708,punch,strong,direct,sudden,nasal,dry,adult,tiny,steady,hushed,friendly
4709,punch,strong,direct,sudden,nasal,dry,adult,tiny,steady,hushed,deadpan
4710,punch,strong,direct,sudden,nasal,dry,adult,tiny,steady,hushed,menacing
4711,punch,strong,direct,sudden,nasal,dry,adult,tiny,steady,medium,friendly
4712,punch,strong,direct,sudden,nasal,dry,adult,tiny,steady,medium,deadpan
4713,punch,strong,direct,sudden,nasal,dry,adult,tiny,steady,medium,menacing
4714,punch,strong,direct,sudden,nasal,dry,adult,tiny,steady,big,friendly
4715,punch,strong,direct,sudden,nasal,dry,adult,tiny,steady,big,deadpan
4716,punch,strong,direct,sudden,nasal,dry,adult,tiny,steady,big,menacing
4717,punch,strong,direct,sudden,nasal,dry,adult,tiny,rapid,hushed,friendly
4718,punch,strong,direct,sudden,nasal,dry,adult,tiny,rapid,hushed,deadpan
4719,punch,strong,direct,sudden,nasal,dry,adult,tiny,rapid,hushed,menacing
4720,punch,strong,direct,sudden,nasal,dry,adult,tiny,rapid,medium,friendly
4721,punch,strong,direct,sudden,nasal,dry,adult,tiny,rapid,medium,deadpan
4722,punch,strong,direct,sudden,nasal,dry,adult,tiny,rapid,medium,menacing
4723,punch,strong,direct,sudden,nasal,dry,adult,tiny,rapid,big,friendly
4724,punch,strong,direct,sudden,nasal,dry,adult,tiny,rapid,big,deadpan
4725,punch,strong,direct,sudden,nasal,dry,adult,tiny,rapid,big,menacing
4726,punch,strong,direct,sudden,nasal,dry,adult,medium,slow,hushed,friendly
4727,punch,strong,direct,sudden,nasal,dry,adult,medium,slow,hushed,deadpan
4728,punch,strong,direct,sudden,nasal,dry,adult,medium,slow,hushed,menacing
4729,punch,strong,direct,sudden,nasal,dry,adult,medium,slow,medium,friendly
4730,punch,strong,direct,sudden,nasal,dry,adult,medium,slow,medium,deadpan
4731,punch,strong,direct,sudden,nasal,dry,adult,medium,slow,medium,menacing
4732,punch,strong,direct,sudden,nasal,dry,adult,medium,slow,big,friendly
4733,punch,strong,direct,sudden,nasal,dry,adult,medium,slow,big,deadpan
4734,punch,strong,direct,sudden,nasal,dry,adult,medium,slow,big,menacing
4735,punch,strong,direct,sudden,nasal,dry,adult,medium,steady,hushed,friendly
4736,punch,strong,direct,sudden,nasal,dry,adult,medium,steady,hushed,deadpan
4737,punch,strong,direct,sudden,nasal,dry,adult,medium,steady,hushed,menacing
4738,punch,strong,direct,sudden,nasal,dry,adult,medium,steady,medium,friendly
4739,punch,strong,direct,sudden,nasal,dry,adult,medium,steady,medium,deadpan
4740,punch,strong,direct,sudden,nasal,dry,adult,medium,steady,medium,menacing
4741,punch,strong,direct,sudden,nasal,dry,adult,medium,steady,big,friendly
4742,punch,strong,direct,sudden,nasal,dry,adult,medium,steady,big,deadpan
4743,punch,strong,direct,sudden,nasal,dry,adult,medium,steady,big,menacing
4744,punch,strong,direct,sudden,nasal,dry,adult,medium,rapid,hushed,friendly
4745,punch,strong,direct,sudden,nasal,dry,adult,medium,rapid,hushed,deadpan
4746,punch,strong,direct,sudden,nasal,dry,adult,medium,rapid,hushed,menacing
4747,punch,strong,direct,sudden,nasal,dry,adult,medium,rapid,medium,friendly
4748,punch,strong,direct,sudden,nasal,dry,adult,medium,rapid,medium,deadpan
4749,punch,strong,direct,sudden,nasal,dry,adult,medium,rapid,medium,menacing
4750,punch,strong,direct,sudden,nasal,dry,adult,medium,rapid,big,friendly
4751,punch,strong,direct,sudden,nasal,dry,adult,medium,rapid,big,deadpan
4752,punch,strong,direct,sudden,nasal,dry,adult,medium,rapid,big,menacing
4753,punch,strong,direct,sudden,nasal,dry,adult,huge,slow,hushed,friendly
4754,punch,strong,direct,sudden,nasal,dry,adult,huge,slow,hushed,deadpan
4755,punch,strong,direct,sudden,nasal,dry,adult,huge,slow,hushed,menacing
4756,punch,strong,direct,sudden,nasal,dry,adult,huge,slow,medium,friendly
4757,punch,strong,direct,sudden,nasal,dry,adult,huge,slow,medium,deadpan
4758,punch,strong,direct,sudden,nasal,dry,adult,huge,slow,medium,menacing
4759,punch,strong,direct,sudden,nasal,dry,adult,huge,slow,big,friendly
4760,punch,strong,direct,sudden,nasal,dry,adult,huge,slow,big,deadpan
4761,punch,strong,direct,sudden,nasal,dry,adult,huge,slow,big,menacing
4762,punch,strong,direct,sudden,nasal,dry,adult,huge,steady,hushed,friendly
4763,punch,strong,direct,sudden,nasal,dry,adult,huge,steady,hushed,deadpan
4764,punch,strong,direct,sudden,nasal,dry,adult,huge,steady,hushed,menacing
4765,punch,strong,direct,sudden,nasal,dry,adult,huge,steady,medium,friendly
4766,punch,strong,direct,sudden,nasal,dry,adult,huge,steady,medium,deadpan
4767,punch,strong,direct,sudden,nasal,dry,adult,huge,steady,medium,menacing
4768,punch,strong,direct,sudden,nasal,dry,adult,huge,steady,big,friendly
4769,punch,strong,direct,sudden,nasal,dry,adult,huge,steady,big,deadpan
4770,punch,strong,direct,sudden,nasal,dry,adult,huge,steady,big,menacing
4771,punch,strong,direct,sudden,nasal,dry,adult,huge,rapid,hushed,friendly
4772,punch,strong,direct,sudden,nasal,dry,adult,huge,rapid,hushed,deadpan
4773,punch,strong,direct,sudden,nasal,dry,adult,huge,rapid,hushed,menacing
4774,punch,strong,direct,sudden,nasal,dry,adult,huge,rapid,medium,friendly
4775,punch,strong,direct,sudden,nasal,dry,adult,huge,rapid,medium,deadpan
4776,punch,strong,direct,sudden,nasal,dry,adult,huge,rapid,medium,menacing
4777,punch,strong,direct,sudden,nasal,dry,adult,huge,rapid,big,friendly
4778,punch,strong,direct,sudden,nasal,dry,adult,huge,rapid,big,deadpan
4779,punch,strong,direct,sudden,nasal,dry,adult,huge,rapid,big,menacing
4780,punch,strong,direct,sudden,nasal,dry,elder,tiny,slow,hushed,friendly
4781,punch,strong,direct,sudden,nasal,dry,elder,tiny,slow,hushed,deadpan
4782,punch,strong,direct,sudden,nasal,dry,elder,tiny,slow,hushed,menacing
4783,punch,strong,direct,sudden,nasal,dry,elder,tiny,slow,medium,friendly
4784,punch,strong,direct,sudden,nasal,dry,elder,tiny,slow,medium,deadpan
4785,punch,strong,direct,sudden,nasal,dry,elder,tiny,slow,medium,menacing
4786,punch,strong,direct,sudden,nasal,dry,elder,tiny,slow,big,friendly
4787,punch,strong,direct,sudden,nasal,dry,elder,tiny,slow,big,deadpan
4788,punch,strong,direct,sudden,nasal,dry,elder,tiny,slow,big,menacing
4789,punch,strong,direct,sudden,nasal,dry,elder,tiny,steady,hushed,friendly
4790,punch,strong,direct,sudden,nasal,dry,elder,tiny,steady,hushed,deadpan
4791,punch,strong,direct,sudden,nasal,dry,elder,tiny,steady,hushed,menacing
4792,punch,strong,direct,sudden,nasal,dry,elder,tiny,steady,medium,friendly
4793,punch,strong,direct,sudden,nasal,dry,elder,tiny,steady,medium,deadpan
4794,punch,strong,direct,sudden,nasal,dry,elder,tiny,steady,medium,menacing
4795,punch,strong,direct,sudden,nasal,dry,elder,tiny,steady,big,friendly
4796,punch,strong,direct,sudden,nasal,dry,elder,tiny,steady,big,deadpan
4797,punch,strong,direct,sudden,nasal,dry,elder,tiny,steady,big,menacing
4798,punch,strong,direct,sudden,nasal,dry,elder,tiny,rapid,hushed,friendly
4799,punch,strong,direct,sudden,nasal,dry,elder,tiny,rapid,hushed,deadpan
4800,punch,strong,direct,sudden,nasal,dry,elder,tiny,rapid,hushed,menacing
4801,punch,strong,direct,sudden,nasal,dry,elder,tiny,rapid,medium,friendly
4802,punch,strong,direct,sudden,nasal,dry,elder,tiny,rapid,medium,deadpan
4803,punch,strong,direct,sudden,nasal,dry,elder,tiny,rapid,medium,menacing
4804,punch,strong,direct,sudden,nasal,dry,elder,tiny,rapid,big,friendly
4805,punch,strong,direct,sudden,nasal,dry,elder,tiny,rapid,big,deadpan
4806,punch,strong,direct,sudden,nasal,dry,elder,tiny,rapid,big,menacing
4807,punch,strong,direct,sudden,nasal,dry,elder,medium,slow,hushed,friendly
4808,punch,strong,direct,sudden,nasal,dry,elder,medium,slow,hushed,deadpan
4809,punch,strong,direct,sudden,nasal,dry,elder,medium,slow,hushed,menacing
4810,punch,strong,direct,sudden,nasal,dry,elder,medium,slow,medium,friendly
4811,punch,strong,direct,sudden,nasal,dry,elder,medium,slow,medium,deadpan
4812,punch,strong,direct,sudden,nasal,dry,elder,medium,slow,medium,menacing
4813,punch,strong,direct,sudden,nasal,dry,elder,medium,slow,big,friendly
4814,punch,strong,direct,sudden,nasal,dry,elder,medium,slow,big,deadpan
4815,punch,strong,direct,sudden,nasal,dry,elder,medium,slow,big,menacing
4816,punch,strong,direct,sudden,nasal,dry,elder,medium,steady,hushed,friendly
4817,punch,strong,direct,sudden,nasal,dry,elder,medium,steady,hushed,deadpan
4818,punch,strong,direct,sudden,nasal,dry,elder,medium,steady,hushed,menacing
4819,punch,strong,direct,sudden,nasal,dry,elder,medium,steady,medium,friendly
4820,punch,strong,direct,sudden,nasal,dry,elder,medium,steady,medium,deadpan
4821,punch,strong,direct,sudden,nasal,dry,elder,medium,steady,medium,menacing
4822,punch,strong,direct,sudden,nasal,dry,elder,medium,steady,big,friendly
4823,punch,strong,direct,sudden,nasal,dry,elder,medium,steady,big,deadpan
4824,punch,strong,direct,sudden,nasal,dry,elder,medium,steady,big,menacing
4825,punch,strong,direct,sudden,nasal,dry,elder,medium,rapid,hushed,friendly
4826,punch,strong,direct,sudden,nasal,dry,elder,medium,rapid,hushed,deadpan
4827,punch,strong,direct,sudden,nasal,dry,elder,medium,rapid,hushed,menacing
4828,punch,strong,direct,sudden,nasal,dry,elder,medium,rapid,medium,friendly
4829,punch,strong,direct,sudden,nasal,dry,elder,medium,rapid,medium,deadpan
4830,punch,strong,direct,sudden,nasal,dry,elder,medium,rapid,medium,menacing
4831,punch,strong,direct,sudden,nasal,dry,elder,medium,rapid,big,friendly
4832,punch,strong,direct,sudden,nasal,dry,elder,medium,rapid,big,deadpan
4833,punch,strong,direct,sudden,nasal,dry,elder,medium,rapid,big,menacing
4834,punch,strong,direct,sudden,nasal,dry,elder,huge,slow,hushed,friendly
4835,punch,strong,direct,sudden,nasal,dry,elder,huge,slow,hushed,deadpan
4836,punch,strong,direct,sudden,nasal,dry,elder,huge,slow,hushed,menacing
4837,punch,strong,direct,sudden,nasal,dry,elder,huge,slow,medium,friendly
4838,punch,strong,direct,sudden,nasal,dry,elder,huge,slow,medium,deadpan
4839,punch,strong,direct,sudden,nasal,dry,elder,huge,slow,medium,menacing
4840,punch,strong,direct,sudden,nasal,dry,elder,huge,slow,big,friendly
4841,punch,strong,direct,sudden,nasal,dry,elder,huge,slow,big,deadpan
4842,punch,strong,direct,sudden,nasal,dry,elder,huge,slow,big,menacing
4843,punch,strong,direct,sudden,nasal,dry,elder,huge,steady,hushed,friendly
4844,punch,strong,direct,sudden,nasal,dry,elder,huge,steady,hushed,deadpan
4845,punch,strong,direct,sudden,nasal,dry,elder,huge,steady,hushed,menacing
4846,punch,strong,direct,sudden,nasal,dry,elder,huge,steady,medium,friendly
4847,punch,strong,direct,sudden,nasal,dry,elder,huge,steady,medium,deadpan
4848,punch,strong,direct,sudden,nasal,dry,elder,huge,steady,medium,menacing
4849,punch,strong,direct,sudden,nasal,dry,elder,huge,steady,big,friendly
4850,punch,strong,direct,sudden,nasal,dry,elder,huge,steady,big,deadpan
4851,punch,strong,direct,sudden,nasal,dry,elder,huge,steady,big,menacing
4852,punch,strong,direct,sudden,nasal,dry,elder,huge,rapid,hushed,friendly
4853,punch,strong,direct,sudden,nasal,dry,elder,huge,rapid,hushed,deadpan
4854,punch,strong,direct,sudden,nasal,dry,elder,huge,rapid,hushed,menacing
4855,punch,strong,direct,sudden,nasal,dry,elder,huge,rapid,medium,friendly
4856,punch,strong,direct,sudden,nasal,dry,elder,huge,rapid,medium,deadpan
4857,punch,strong,direct,sudden,nasal,dry,elder,huge,rapid,medium,menacing
4858,punch,strong,direct,sudden,nasal,dry,elder,huge,rapid,big,friendly
4859,punch,strong,direct,sudden,nasal,dry,elder,huge,rapid,big,deadpan
4860,punch,strong,direct,sudden,nasal,dry,elder,huge,rapid,big,menacing
4861,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,slow,hushed,friendly
4862,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,slow,hushed,deadpan
4863,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,slow,hushed,menacing
4864,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,slow,medium,friendly
4865,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,slow,medium,deadpan
4866,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,slow,medium,menacing
4867,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,slow,big,friendly
4868,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,slow,big,deadpan
4869,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,slow,big,menacing
4870,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,steady,hushed,friendly
4871,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,steady,hushed,deadpan
4872,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,steady,hushed,menacing
4873,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,steady,medium,friendly
4874,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,steady,medium,deadpan
4875,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,steady,medium,menacing
4876,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,steady,big,friendly
4877,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,steady,big,deadpan
4878,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,steady,big,menacing
4879,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,rapid,hushed,friendly
4880,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,rapid,hushed,deadpan
4881,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,rapid,hushed,menacing
4882,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,rapid,medium,friendly
4883,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,rapid,medium,deadpan
4884,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,rapid,medium,menacing
4885,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,rapid,big,friendly
4886,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,rapid,big,deadpan
4887,punch,strong,direct,sudden,throaty,breathy,kid-ish,tiny,rapid,big,menacing
4888,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,slow,hushed,friendly
4889,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,slow,hushed,deadpan
4890,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,slow,hushed,menacing
4891,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,slow,medium,friendly
4892,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,slow,medium,deadpan
4893,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,slow,medium,menacing
4894,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,slow,big,friendly
4895,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,slow,big,deadpan
4896,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,slow,big,menacing
4897,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,steady,hushed,friendly
4898,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,steady,hushed,deadpan
4899,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,steady,hushed,menacing
4900,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,steady,medium,friendly
4901,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,steady,medium,deadpan
4902,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,steady,medium,menacing
4903,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,steady,big,friendly
4904,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,steady,big,deadpan
4905,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,steady,big,menacing
4906,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,rapid,hushed,friendly
4907,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,rapid,hushed,deadpan
4908,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,rapid,hushed,menacing
4909,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,rapid,medium,friendly
4910,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,rapid,medium,deadpan
4911,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,rapid,medium,menacing
4912,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,rapid,big,friendly
4913,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,rapid,big,deadpan
4914,punch,strong,direct,sudden,throaty,breathy,kid-ish,medium,rapid,big,menacing
4915,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,slow,hushed,friendly
4916,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,slow,hushed,deadpan
4917,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,slow,hushed,menacing
4918,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,slow,medium,friendly
4919,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,slow,medium,deadpan
4920,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,slow,medium,menacing
4921,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,slow,big,friendly
4922,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,slow,big,deadpan
4923,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,slow,big,menacing
4924,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,steady,hushed,friendly
4925,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,steady,hushed,deadpan
4926,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,steady,hushed,menacing
4927,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,steady,medium,friendly
4928,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,steady,medium,deadpan
4929,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,steady,medium,menacing
4930,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,steady,big,friendly
4931,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,steady,big,deadpan
4932,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,steady,big,menacing
4933,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,rapid,hushed,friendly
4934,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,rapid,hushed,deadpan
4935,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,rapid,hushed,menacing
4936,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,rapid,medium,friendly
4937,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,rapid,medium,deadpan
4938,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,rapid,medium,menacing
4939,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,rapid,big,friendly
4940,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,rapid,big,deadpan
4941,punch,strong,direct,sudden,throaty,breathy,kid-ish,huge,rapid,big,menacing
4942,punch,strong,direct,sudden,throaty,breathy,adult,tiny,slow,hushed,friendly
4943,punch,strong,direct,sudden,throaty,breathy,adult,tiny,slow,hushed,deadpan
4944,punch,strong,direct,sudden,throaty,breathy,adult,tiny,slow,hushed,menacing
4945,punch,strong,direct,sudden,throaty,breathy,adult,tiny,slow,medium,friendly
4946,punch,strong,direct,sudden,throaty,breathy,adult,tiny,slow,medium,deadpan
4947,punch,strong,direct,sudden,throaty,breathy,adult,tiny,slow,medium,menacing
4948,punch,strong,direct,sudden,throaty,breathy,adult,tiny,slow,big,friendly
4949,punch,strong,direct,sudden,throaty,breathy,adult,tiny,slow,big,deadpan
4950,punch,strong,direct,sudden,throaty,breathy,adult,tiny,slow,big,menacing
4951,punch,strong,direct,sudden,throaty,breathy,adult,tiny,steady,hushed,friendly
4952,punch,strong,direct,sudden,throaty,breathy,adult,tiny,steady,hushed,deadpan
4953,punch,strong,direct,sudden,throaty,breathy,adult,tiny,steady,hushed,menacing
4954,punch,strong,direct,sudden,throaty,breathy,adult,tiny,steady,medium,friendly
4955,punch,strong,direct,sudden,throaty,breathy,adult,tiny,steady,medium,deadpan
4956,punch,strong,direct,sudden,throaty,breathy,adult,tiny,steady,medium,menacing
4957,punch,strong,direct,sudden,throaty,breathy,adult,tiny,steady,big,friendly
4958,punch,strong,direct,sudden,throaty,breathy,adult,tiny,steady,big,deadpan
4959,punch,strong,direct,sudden,throaty,breathy,adult,tiny,steady,big,menacing
4960,punch,strong,direct,sudden,throaty,breathy,adult,tiny,rapid,hushed,friendly
4961,punch,strong,direct,sudden,throaty,breathy,adult,tiny,rapid,hushed,deadpan
4962,punch,strong,direct,sudden,throaty,breathy,adult,tiny,rapid,hushed,menacing
4963,punch,strong,direct,sudden,throaty,breathy,adult,tiny,rapid,medium,friendly
4964,punch,strong,direct,sudden,throaty,breathy,adult,tiny,rapid,medium,deadpan
4965,punch,strong,direct,sudden,throaty,breathy,adult,tiny,rapid,medium,menacing
4966,punch,strong,direct,sudden,throaty,breathy,adult,tiny,rapid,big,friendly
4967,punch,strong,direct,sudden,throaty,breathy,adult,tiny,rapid,big,deadpan
4968,punch,strong,direct,sudden,throaty,breathy,adult,tiny,rapid,big,menacing
4969,punch,strong,direct,sudden,throaty,breathy,adult,medium,slow,hushed,friendly
4970,punch,strong,direct,sudden,throaty,breathy,adult,medium,slow,hushed,deadpan
4971,punch,strong,direct,sudden,throaty,breathy,adult,medium,slow,hushed,menacing
4972,punch,strong,direct,sudden,throaty,breathy,adult,medium,slow,medium,friendly
4973,punch,strong,direct,sudden,throaty,breathy,adult,medium,slow,medium,deadpan
4974,punch,strong,direct,sudden,throaty,breathy,adult,medium,slow,medium,menacing
4975,punch,strong,direct,sudden,throaty,breathy,adult,medium,slow,big,friendly
4976,punch,strong,direct,sudden,throaty,breathy,adult,medium,slow,big,deadpan
4977,punch,strong,direct,sudden,throaty,breathy,adult,medium,slow,big,menacing
4978,punch,strong,direct,sudden,throaty,breathy,adult,medium,steady,hushed,friendly
4979,punch,strong,direct,sudden,throaty,breathy,adult,medium,steady,hushed,deadpan
4980,punch,strong,direct,sudden,throaty,breathy,adult,medium,steady,hushed,menacing
4981,punch,strong,direct,sudden,throaty,breathy,adult,medium,steady,medium,friendly
4982,punch,strong,direct,sudden,throaty,breathy,adult,medium,steady,medium,deadpan
4983,punch,strong,direct,sudden,throaty,breathy,adult,medium,steady,medium,menacing
4984,punch,strong,direct,sudden,throaty,breathy,adult,medium,steady,big,friendly
4985,punch,strong,direct,sudden,throaty,breathy,adult,medium,steady,big,deadpan
4986,punch,strong,direct,sudden,throaty,breathy,adult,medium,steady,big,menacing
4987,punch,strong,direct,sudden,throaty,breathy,adult,medium,rapid,hushed,friendly
4988,punch,strong,direct,sudden,throaty,breathy,adult,medium,rapid,hushed,deadpan
4989,punch,strong,direct,sudden,throaty,breathy,adult,medium,rapid,hushed,menacing
4990,punch,strong,direct,sudden,throaty,breathy,adult,medium,rapid,medium,friendly
4991,punch,strong,direct,sudden,throaty,breathy,adult,medium,rapid,medium,deadpan
4992,punch,strong,direct,sudden,throaty,breathy,adult,medium,rapid,medium,menacing
4993,punch,strong,direct,sudden,throaty,breathy,adult,medium,rapid,big,friendly
4994,punch,strong,direct,sudden,throaty,breathy,adult,medium,rapid,big,deadpan
4995,punch,strong,direct,sudden,throaty,breathy,adult,medium,rapid,big,menacing
4996,punch,strong,direct,sudden,throaty,breathy,adult,huge,slow,hushed,friendly
4997,punch,strong,direct,sudden,throaty,breathy,adult,huge,slow,hushed,deadpan
4998,punch,strong,direct,sudden,throaty,breathy,adult,huge,slow,hushed,menacing
4999,punch,strong,direct,sudden,throaty,breathy,adult,huge,slow,medium,friendly
5000,punch,strong,direct,sudden,throaty,breathy,adult,huge,slow,medium,deadpan
5001,punch,strong,direct,sudden,throaty,breathy,adult,huge,slow,medium,menacing
5002,punch,strong,direct,sudden,throaty,breathy,adult,huge,slow,big,friendly
5003,punch,strong,direct,sudden,throaty,breathy,adult,huge,slow,big,deadpan
5004,punch,strong,direct,sudden,throaty,breathy,adult,huge,slow,big,menacing
5005,punch,strong,direct,sudden,throaty,breathy,adult,huge,steady,hushed,friendly
5006,punch,strong,direct,sudden,throaty,breathy,adult,huge,steady,hushed,deadpan
5007,punch,strong,direct,sudden,throaty,breathy,adult,huge,steady,hushed,menacing
5008,punch,strong,direct,sudden,throaty,breathy,adult,huge,steady,medium,friendly
5009,punch,strong,direct,sudden,throaty,breathy,adult,huge,steady,medium,deadpan
5010,punch,strong,direct,sudden,throaty,breathy,adult,huge,steady,medium,menacing
5011,punch,strong,direct,sudden,throaty,breathy,adult,huge,steady,big,friendly
5012,punch,strong,direct,sudden,throaty,breathy,adult,huge,steady,big,deadpan
5013,punch,strong,direct,sudden,throaty,breathy,adult,huge,steady,big,menacing
5014,punch,strong,direct,sudden,throaty,breathy,adult,huge,rapid,hushed,friendly
5015,punch,strong,direct,sudden,throaty,breathy,adult,huge,rapid,hushed,deadpan
